"policy"	"mutants"	"method"	"Prioritization"	"percent"	"testsuite"	"N"	"effectiveness"	"sd"	"se"	"ci"
"SeniorTraineeDoctor"	7	"hsi"	"RBAC"	15	"set"	1	1	NA	NA	NA
"SeniorTraineeDoctor"	7	"hsi"	"RBAC"	20	"set"	1	1	NA	NA	NA
"SeniorTraineeDoctor"	7	"hsi"	"RBAC"	25	"set"	1	1	NA	NA	NA
"SeniorTraineeDoctor"	7	"hsi"	"RBAC"	30	"set"	1	1	NA	NA	NA
"SeniorTraineeDoctor"	7	"hsi"	"RBAC"	35	"set"	1	1	NA	NA	NA
"SeniorTraineeDoctor"	7	"hsi"	"RBAC"	40	"set"	1	1	NA	NA	NA
"SeniorTraineeDoctor"	7	"hsi"	"RBAC"	45	"set"	1	1	NA	NA	NA
"SeniorTraineeDoctor"	7	"hsi"	"RBAC"	50	"set"	1	1	NA	NA	NA
"SeniorTraineeDoctor"	7	"hsi"	"RBAC"	55	"set"	1	1	NA	NA	NA
"SeniorTraineeDoctor"	7	"hsi"	"RBAC"	60	"set"	1	1	NA	NA	NA
"SeniorTraineeDoctor"	7	"hsi"	"RBAC"	65	"set"	1	1	NA	NA	NA
"SeniorTraineeDoctor"	7	"hsi"	"RBAC"	70	"set"	1	1	NA	NA	NA
"SeniorTraineeDoctor"	7	"hsi"	"RBAC"	75	"set"	1	1	NA	NA	NA
"SeniorTraineeDoctor"	7	"hsi"	"RBAC"	80	"set"	1	1	NA	NA	NA
"SeniorTraineeDoctor"	7	"hsi"	"RBAC"	85	"set"	1	1	NA	NA	NA
"SeniorTraineeDoctor"	7	"hsi"	"RBAC"	90	"set"	1	1	NA	NA	NA
"SeniorTraineeDoctor"	7	"hsi"	"RBAC"	95	"set"	1	1	NA	NA	NA
"SeniorTraineeDoctor"	7	"hsi"	"RBAC"	100	"set"	1	1	NA	NA	NA
"SeniorTraineeDoctor"	7	"w"	"Random"	1	"set"	30	0.785714285714286	0.133959356067854	0.0244575203690767	0.0500212456319
"SeniorTraineeDoctor"	7	"w"	"Random"	5	"set"	30	0.985714285714286	0.0435897966613378	0.00795837163615937	0.0162766975733813
"SeniorTraineeDoctor"	7	"w"	"Random"	10	"set"	30	1	0	0	0
"SeniorTraineeDoctor"	7	"w"	"Random"	15	"set"	30	1	0	0	0
"SeniorTraineeDoctor"	7	"w"	"Random"	20	"set"	30	1	0	0	0
"SeniorTraineeDoctor"	7	"w"	"Random"	25	"set"	30	1	0	0	0
"SeniorTraineeDoctor"	7	"w"	"Random"	30	"set"	30	1	0	0	0
"SeniorTraineeDoctor"	7	"w"	"Random"	35	"set"	30	1	0	0	0
"SeniorTraineeDoctor"	7	"w"	"Random"	40	"set"	30	1	0	0	0
"SeniorTraineeDoctor"	7	"w"	"Random"	45	"set"	30	1	0	0	0
"SeniorTraineeDoctor"	7	"w"	"Random"	50	"set"	30	1	0	0	0
"SeniorTraineeDoctor"	7	"w"	"Random"	55	"set"	30	1	0	0	0
"SeniorTraineeDoctor"	7	"w"	"Random"	60	"set"	30	1	0	0	0
"SeniorTraineeDoctor"	7	"w"	"Random"	65	"set"	30	1	0	0	0
"SeniorTraineeDoctor"	7	"w"	"Random"	70	"set"	30	1	0	0	0
"SeniorTraineeDoctor"	7	"w"	"Random"	75	"set"	30	1	0	0	0
"SeniorTraineeDoctor"	7	"w"	"Random"	80	"set"	30	1	0	0	0
"SeniorTraineeDoctor"	7	"w"	"Random"	85	"set"	30	1	0	0	0
"SeniorTraineeDoctor"	7	"w"	"Random"	90	"set"	30	1	0	0	0
"SeniorTraineeDoctor"	7	"w"	"Random"	95	"set"	30	1	0	0	0
"SeniorTraineeDoctor"	7	"w"	"Random"	100	"set"	1	1	NA	NA	NA
"SeniorTraineeDoctor"	7	"w"	"Simple"	1	"set"	1	0.285714285714286	NA	NA	NA
"SeniorTraineeDoctor"	7	"w"	"Simple"	5	"set"	1	0.428571428571429	NA	NA	NA
"SeniorTraineeDoctor"	7	"w"	"Simple"	10	"set"	1	0.714285714285714	NA	NA	NA
"SeniorTraineeDoctor"	7	"w"	"Simple"	15	"set"	1	0.714285714285714	NA	NA	NA
"SeniorTraineeDoctor"	7	"w"	"Simple"	20	"set"	1	0.714285714285714	NA	NA	NA
"SeniorTraineeDoctor"	7	"w"	"Simple"	25	"set"	1	1	NA	NA	NA
"SeniorTraineeDoctor"	7	"w"	"Simple"	30	"set"	1	1	NA	NA	NA
"SeniorTraineeDoctor"	7	"w"	"Simple"	35	"set"	1	1	NA	NA	NA
"SeniorTraineeDoctor"	7	"w"	"Simple"	40	"set"	1	1	NA	NA	NA
"SeniorTraineeDoctor"	7	"w"	"Simple"	45	"set"	1	1	NA	NA	NA
"SeniorTraineeDoctor"	7	"w"	"Simple"	50	"set"	1	1	NA	NA	NA
"SeniorTraineeDoctor"	7	"w"	"Simple"	55	"set"	1	1	NA	NA	NA
"SeniorTraineeDoctor"	7	"w"	"Simple"	60	"set"	1	1	NA	NA	NA
"SeniorTraineeDoctor"	7	"w"	"Simple"	65	"set"	1	1	NA	NA	NA
"SeniorTraineeDoctor"	7	"w"	"Simple"	70	"set"	1	1	NA	NA	NA
"SeniorTraineeDoctor"	7	"w"	"Simple"	75	"set"	1	1	NA	NA	NA
"SeniorTraineeDoctor"	7	"w"	"Simple"	80	"set"	1	1	NA	NA	NA
"SeniorTraineeDoctor"	7	"w"	"Simple"	85	"set"	1	1	NA	NA	NA
"SeniorTraineeDoctor"	7	"w"	"Simple"	90	"set"	1	1	NA	NA	NA
"SeniorTraineeDoctor"	7	"w"	"Simple"	95	"set"	1	1	NA	NA	NA
"SeniorTraineeDoctor"	7	"w"	"Simple"	100	"set"	1	1	NA	NA	NA
"SeniorTraineeDoctor"	7	"w"	"RBAC"	1	"set"	1	0.857142857142857	NA	NA	NA
"SeniorTraineeDoctor"	7	"w"	"RBAC"	5	"set"	1	1	NA	NA	NA
"SeniorTraineeDoctor"	7	"w"	"RBAC"	10	"set"	1	1	NA	NA	NA
"SeniorTraineeDoctor"	7	"w"	"RBAC"	15	"set"	1	1	NA	NA	NA
"SeniorTraineeDoctor"	7	"w"	"RBAC"	20	"set"	1	1	NA	NA	NA
"SeniorTraineeDoctor"	7	"w"	"RBAC"	25	"set"	1	1	NA	NA	NA
"SeniorTraineeDoctor"	7	"w"	"RBAC"	30	"set"	1	1	NA	NA	NA
"SeniorTraineeDoctor"	7	"w"	"RBAC"	35	"set"	1	1	NA	NA	NA
"SeniorTraineeDoctor"	7	"w"	"RBAC"	40	"set"	1	1	NA	NA	NA
"SeniorTraineeDoctor"	7	"w"	"RBAC"	45	"set"	1	1	NA	NA	NA
"SeniorTraineeDoctor"	7	"w"	"RBAC"	50	"set"	1	1	NA	NA	NA
"SeniorTraineeDoctor"	7	"w"	"RBAC"	55	"set"	1	1	NA	NA	NA
"SeniorTraineeDoctor"	7	"w"	"RBAC"	60	"set"	1	1	NA	NA	NA
"SeniorTraineeDoctor"	7	"w"	"RBAC"	65	"set"	1	1	NA	NA	NA
"SeniorTraineeDoctor"	7	"w"	"RBAC"	70	"set"	1	1	NA	NA	NA
"SeniorTraineeDoctor"	7	"w"	"RBAC"	75	"set"	1	1	NA	NA	NA
"SeniorTraineeDoctor"	7	"w"	"RBAC"	80	"set"	1	1	NA	NA	NA
"SeniorTraineeDoctor"	7	"w"	"RBAC"	85	"set"	1	1	NA	NA	NA
"SeniorTraineeDoctor"	7	"w"	"RBAC"	90	"set"	1	1	NA	NA	NA
"SeniorTraineeDoctor"	7	"w"	"RBAC"	95	"set"	1	1	NA	NA	NA
"SeniorTraineeDoctor"	7	"w"	"RBAC"	100	"set"	1	1	NA	NA	NA
"ExperiencePointsv2"	8	"spy"	"Random"	1	"subset"	300	0.894583333333333	0.0919061051441349	0.00530620145451363	0.0104422312723768
"ExperiencePointsv2"	8	"spy"	"Random"	5	"subset"	300	0.995833333333333	0.0224756774271266	0.00129763384127708	0.00255365213583281
"ExperiencePointsv2"	8	"spy"	"Random"	10	"subset"	300	1	0	0	0
"ExperiencePointsv2"	8	"spy"	"Random"	15	"subset"	300	1	0	0	0
"ExperiencePointsv2"	8	"spy"	"Random"	20	"subset"	300	1	0	0	0
"ExperiencePointsv2"	8	"spy"	"Random"	25	"subset"	300	1	0	0	0
"ExperiencePointsv2"	8	"spy"	"Random"	30	"subset"	300	1	0	0	0
"ExperiencePointsv2"	8	"spy"	"Random"	35	"subset"	300	1	0	0	0
"ExperiencePointsv2"	8	"spy"	"Random"	40	"subset"	300	1	0	0	0
"ExperiencePointsv2"	8	"spy"	"Random"	45	"subset"	300	1	0	0	0
"ExperiencePointsv2"	8	"spy"	"Random"	50	"subset"	300	1	0	0	0
"ExperiencePointsv2"	8	"spy"	"Random"	55	"subset"	300	1	0	0	0
"ExperiencePointsv2"	8	"spy"	"Random"	60	"subset"	300	1	0	0	0
"ExperiencePointsv2"	8	"spy"	"Random"	65	"subset"	300	1	0	0	0
"ExperiencePointsv2"	8	"spy"	"Random"	70	"subset"	300	1	0	0	0
"ExperiencePointsv2"	8	"spy"	"Random"	75	"subset"	300	1	0	0	0
"ExperiencePointsv2"	8	"spy"	"Random"	80	"subset"	300	1	0	0	0
"ExperiencePointsv2"	8	"spy"	"Random"	85	"subset"	300	1	0	0	0
"ExperiencePointsv2"	8	"spy"	"Random"	90	"subset"	300	1	0	0	0
"ExperiencePointsv2"	8	"spy"	"Random"	95	"subset"	300	1	0	0	0
"ExperiencePointsv2"	8	"spy"	"Random"	100	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"spy"	"Simple"	1	"subset"	30	0.858333333333333	0.107545766788019	0.0196350808113293	0.0401582493010018
"ExperiencePointsv2"	8	"spy"	"Simple"	5	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"spy"	"Simple"	10	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"spy"	"Simple"	15	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"spy"	"Simple"	20	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"spy"	"Simple"	25	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"spy"	"Simple"	30	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"spy"	"Simple"	35	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"spy"	"Simple"	40	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"spy"	"Simple"	45	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"spy"	"Simple"	50	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"spy"	"Simple"	55	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"spy"	"Simple"	60	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"spy"	"Simple"	65	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"spy"	"Simple"	70	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"spy"	"Simple"	75	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"spy"	"Simple"	80	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"spy"	"Simple"	85	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"spy"	"Simple"	90	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"spy"	"Simple"	95	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"spy"	"Simple"	100	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"spy"	"RBAC"	1	"subset"	30	0.966666666666667	0.0562220556386005	0.0102646960341907	0.0209936605966087
"ExperiencePointsv2"	8	"spy"	"RBAC"	5	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"spy"	"RBAC"	10	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"spy"	"RBAC"	15	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"spy"	"RBAC"	20	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"spy"	"RBAC"	25	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"spy"	"RBAC"	30	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"spy"	"RBAC"	35	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"spy"	"RBAC"	40	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"spy"	"RBAC"	45	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"spy"	"RBAC"	50	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"spy"	"RBAC"	55	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"spy"	"RBAC"	60	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"spy"	"RBAC"	65	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"spy"	"RBAC"	70	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"spy"	"RBAC"	75	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"spy"	"RBAC"	80	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"spy"	"RBAC"	85	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"spy"	"RBAC"	90	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"spy"	"RBAC"	95	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"spy"	"RBAC"	100	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"hsi"	"Random"	1	"subset"	300	0.829166666666667	0.0872478050565141	0.00503725437355824	0.00991296233235606
"ExperiencePointsv2"	8	"hsi"	"Random"	5	"subset"	300	0.972083333333333	0.0541141156625084	0.00312427992447078	0.00614836315783229
"ExperiencePointsv2"	8	"hsi"	"Random"	10	"subset"	300	0.995416666666667	0.0235320116891015	0.00135862132832762	0.00267367122104132
"ExperiencePointsv2"	8	"hsi"	"Random"	15	"subset"	300	0.999583333333333	0.00721687836487032	0.000416666666666667	0.000819970695444029
"ExperiencePointsv2"	8	"hsi"	"Random"	20	"subset"	300	1	0	0	0
"ExperiencePointsv2"	8	"hsi"	"Random"	25	"subset"	300	1	0	0	0
"ExperiencePointsv2"	8	"hsi"	"Random"	30	"subset"	300	1	0	0	0
"ExperiencePointsv2"	8	"hsi"	"Random"	35	"subset"	300	1	0	0	0
"ExperiencePointsv2"	8	"hsi"	"Random"	40	"subset"	300	1	0	0	0
"ExperiencePointsv2"	8	"hsi"	"Random"	45	"subset"	300	1	0	0	0
"ExperiencePointsv2"	8	"hsi"	"Random"	50	"subset"	300	1	0	0	0
"ExperiencePointsv2"	8	"hsi"	"Random"	55	"subset"	300	1	0	0	0
"ExperiencePointsv2"	8	"hsi"	"Random"	60	"subset"	300	1	0	0	0
"ExperiencePointsv2"	8	"hsi"	"Random"	65	"subset"	300	1	0	0	0
"ExperiencePointsv2"	8	"hsi"	"Random"	70	"subset"	300	1	0	0	0
"ExperiencePointsv2"	8	"hsi"	"Random"	75	"subset"	300	1	0	0	0
"ExperiencePointsv2"	8	"hsi"	"Random"	80	"subset"	300	1	0	0	0
"ExperiencePointsv2"	8	"hsi"	"Random"	85	"subset"	300	1	0	0	0
"ExperiencePointsv2"	8	"hsi"	"Random"	90	"subset"	300	1	0	0	0
"ExperiencePointsv2"	8	"hsi"	"Random"	95	"subset"	300	1	0	0	0
"ExperiencePointsv2"	8	"hsi"	"Random"	100	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"hsi"	"Simple"	1	"subset"	30	0.825	0.0843330834579007	0.015397044051286	0.0314904908949131
"ExperiencePointsv2"	8	"hsi"	"Simple"	5	"subset"	30	0.991666666666667	0.0317135164628078	0.00579006944816376	0.0118420216653915
"ExperiencePointsv2"	8	"hsi"	"Simple"	10	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"hsi"	"Simple"	15	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"hsi"	"Simple"	20	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"hsi"	"Simple"	25	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"hsi"	"Simple"	30	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"hsi"	"Simple"	35	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"hsi"	"Simple"	40	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"hsi"	"Simple"	45	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"hsi"	"Simple"	50	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"hsi"	"Simple"	55	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"hsi"	"Simple"	60	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"hsi"	"Simple"	65	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"hsi"	"Simple"	70	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"hsi"	"Simple"	75	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"hsi"	"Simple"	80	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"hsi"	"Simple"	85	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"hsi"	"Simple"	90	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"hsi"	"Simple"	95	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"hsi"	"Simple"	100	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"hsi"	"RBAC"	1	"subset"	30	0.825	0.0776819332832332	0.0141827157232794	0.0290069106031926
"ExperiencePointsv2"	8	"hsi"	"RBAC"	5	"subset"	30	0.85	0.08304547985374	0.0151619608715781	0.0310096918074077
"ExperiencePointsv2"	8	"hsi"	"RBAC"	10	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"hsi"	"RBAC"	15	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"hsi"	"RBAC"	20	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"hsi"	"RBAC"	25	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"hsi"	"RBAC"	30	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"hsi"	"RBAC"	35	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"hsi"	"RBAC"	40	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"hsi"	"RBAC"	45	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"hsi"	"RBAC"	50	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"hsi"	"RBAC"	55	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"hsi"	"RBAC"	60	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"hsi"	"RBAC"	65	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"hsi"	"RBAC"	70	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"hsi"	"RBAC"	75	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"hsi"	"RBAC"	80	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"hsi"	"RBAC"	85	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"hsi"	"RBAC"	90	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"hsi"	"RBAC"	95	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"hsi"	"RBAC"	100	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"w"	"Random"	1	"subset"	300	0.884166666666667	0.092119082206552	0.0053184976909454	0.0104664294008687
"ExperiencePointsv2"	8	"w"	"Random"	5	"subset"	300	0.993333333333333	0.0281340952096641	0.00162432274427061	0.0031965529205883
"ExperiencePointsv2"	8	"w"	"Random"	10	"subset"	300	1	0	0	0
"ExperiencePointsv2"	8	"w"	"Random"	15	"subset"	300	1	0	0	0
"ExperiencePointsv2"	8	"w"	"Random"	20	"subset"	300	1	0	0	0
"ExperiencePointsv2"	8	"w"	"Random"	25	"subset"	300	1	0	0	0
"ExperiencePointsv2"	8	"w"	"Random"	30	"subset"	300	1	0	0	0
"ExperiencePointsv2"	8	"w"	"Random"	35	"subset"	300	1	0	0	0
"ExperiencePointsv2"	8	"w"	"Random"	40	"subset"	300	1	0	0	0
"ExperiencePointsv2"	8	"w"	"Random"	45	"subset"	300	1	0	0	0
"ExperiencePointsv2"	8	"w"	"Random"	50	"subset"	300	1	0	0	0
"ExperiencePointsv2"	8	"w"	"Random"	55	"subset"	300	1	0	0	0
"ExperiencePointsv2"	8	"w"	"Random"	60	"subset"	300	1	0	0	0
"ExperiencePointsv2"	8	"w"	"Random"	65	"subset"	300	1	0	0	0
"ExperiencePointsv2"	8	"w"	"Random"	70	"subset"	300	1	0	0	0
"ExperiencePointsv2"	8	"w"	"Random"	75	"subset"	300	1	0	0	0
"ExperiencePointsv2"	8	"w"	"Random"	80	"subset"	300	1	0	0	0
"ExperiencePointsv2"	8	"w"	"Random"	85	"subset"	300	1	0	0	0
"ExperiencePointsv2"	8	"w"	"Random"	90	"subset"	300	1	0	0	0
"ExperiencePointsv2"	8	"w"	"Random"	95	"subset"	300	1	0	0	0
"ExperiencePointsv2"	8	"w"	"Random"	100	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"w"	"Simple"	1	"subset"	30	0.870833333333333	0.106285913470689	0.0194050641176462	0.0396878123408958
"ExperiencePointsv2"	8	"w"	"Simple"	5	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"w"	"Simple"	10	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"w"	"Simple"	15	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"w"	"Simple"	20	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"w"	"Simple"	25	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"w"	"Simple"	30	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"w"	"Simple"	35	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"w"	"Simple"	40	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"w"	"Simple"	45	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"w"	"Simple"	50	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"w"	"Simple"	55	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"w"	"Simple"	60	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"w"	"Simple"	65	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"w"	"Simple"	70	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"w"	"Simple"	75	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"w"	"Simple"	80	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"w"	"Simple"	85	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"w"	"Simple"	90	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"w"	"Simple"	95	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"w"	"Simple"	100	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"w"	"RBAC"	1	"subset"	30	0.95	0.0704052309968808	0.0128541777277845	0.0262897453141069
"ExperiencePointsv2"	8	"w"	"RBAC"	5	"subset"	30	0.9875	0.0381410720786706	0.00696357518163944	0.0142421103767086
"ExperiencePointsv2"	8	"w"	"RBAC"	10	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"w"	"RBAC"	15	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"w"	"RBAC"	20	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"w"	"RBAC"	25	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"w"	"RBAC"	30	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"w"	"RBAC"	35	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"w"	"RBAC"	40	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"w"	"RBAC"	45	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"w"	"RBAC"	50	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"w"	"RBAC"	55	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"w"	"RBAC"	60	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"w"	"RBAC"	65	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"w"	"RBAC"	70	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"w"	"RBAC"	75	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"w"	"RBAC"	80	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"w"	"RBAC"	85	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"w"	"RBAC"	90	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"w"	"RBAC"	95	"subset"	30	1	0	0	0
"ExperiencePointsv2"	8	"w"	"RBAC"	100	"subset"	30	1	0	0	0
"Masood2009P2v2"	46	"spy"	"Random"	1	"subset"	300	0.643913043478261	0.0397698711661506	0.00229611458234138	0.00451859201016392
"Masood2009P2v2"	46	"spy"	"Random"	5	"subset"	300	0.739492753623188	0.0269323028480543	0.00155493722992207	0.00306000710829842
"Masood2009P2v2"	46	"spy"	"Random"	10	"subset"	300	0.770652173913044	0.0282871434113922	0.00163315898631728	0.003213942023475
"Masood2009P2v2"	46	"spy"	"Random"	15	"subset"	300	0.791304347826087	0.0263113801518144	0.00151908824134006	0.0029894588200619
"Masood2009P2v2"	46	"spy"	"Random"	20	"subset"	300	0.806666666666667	0.0254125747609769	0.00146719568790515	0.00288733792455375
"Masood2009P2v2"	46	"spy"	"Random"	25	"subset"	300	0.816521739130435	0.0224867799345762	0.00129827484484355	0.00255491358576924
"Masood2009P2v2"	46	"spy"	"Random"	30	"subset"	300	0.82304347826087	0.0209663429097584	0.0012104923722871	0.00238216385360148
"Masood2009P2v2"	46	"spy"	"Random"	35	"subset"	300	0.828768115942029	0.0190015697995225	0.00109705614387798	0.00215892933416825
"Masood2009P2v2"	46	"spy"	"Random"	40	"subset"	300	0.833623188405797	0.0173269615820981	0.00100037259336626	0.00196866290660564
"Masood2009P2v2"	46	"spy"	"Random"	45	"subset"	300	0.836376811594203	0.015335169522556	0.000885376425191625	0.0017423585354259
"Masood2009P2v2"	46	"spy"	"Random"	50	"subset"	300	0.838333333333333	0.0136449853831025	0.000787793598402272	0.00155032239539584
"Masood2009P2v2"	46	"spy"	"Random"	55	"subset"	300	0.840507246376812	0.0117262157501579	0.000677013381992927	0.00133231472077837
"Masood2009P2v2"	46	"spy"	"Random"	60	"subset"	300	0.842101449275362	0.0106823092726334	0.000616743413412172	0.00121370766145465
"Masood2009P2v2"	46	"spy"	"Random"	65	"subset"	300	0.84304347826087	0.00969598765958594	0.000559798108532123	0.00110164330646721
"Masood2009P2v2"	46	"spy"	"Random"	70	"subset"	300	0.843695652173913	0.00908065116559877	0.000524271639487554	0.00103172971399726
"Masood2009P2v2"	46	"spy"	"Random"	75	"subset"	300	0.844420289855072	0.00849304708947225	0.000490346302334697	0.000964967036481095
"Masood2009P2v2"	46	"spy"	"Random"	80	"subset"	300	0.845144927536232	0.00737763436069144	0.000425947918412783	0.000838235546121279
"Masood2009P2v2"	46	"spy"	"Random"	85	"subset"	300	0.845507246376812	0.0069530067218669	0.000401432030254713	0.000789990002451517
"Masood2009P2v2"	46	"spy"	"Random"	90	"subset"	300	0.845724637681159	0.00667583292732638	0.000385429393765685	0.000758497939321487
"Masood2009P2v2"	46	"spy"	"Random"	95	"subset"	300	0.846086956521739	0.00616928474164282	0.000356183820629493	0.000700944708257945
"Masood2009P2v2"	46	"spy"	"Random"	100	"subset"	30	0.846376811594203	0.00551539416744483	0.00100696859968065	0.00205948202876373
"Masood2009P2v2"	46	"spy"	"Simple"	1	"subset"	30	0.653623188405797	0.0346950421978472	0.00633441908178485	0.0129553416717574
"Masood2009P2v2"	46	"spy"	"Simple"	5	"subset"	30	0.732608695652174	0.018188261446393	0.00332070702533032	0.00679160844104389
